Swarm number,Date_M,Time_M,Lat_M,Lon_M,Lat_S,Lat_E,Lon_S,Lon_E,Depth,Length,Thickness,Sv_mean120,TS,ind m-3,surfpar,BDepth,fluo,ADCP w in swarm,ADCP w above midpoint,mask above swarm,ADCP w below swarm,mask below swarm,w in minus out,mid-depth ADCP bin,,,,,,
2549,1/18/2003,7:50:35,-61.640,-47.21892123,-61.63985,-61.63982,-47.21935358,-47.21834403,22.591698,56.580387,11.499658,-62.244364,-74.56767001,17.07381616,30.727022,-1240,NaN,0.407,NaN,NaN,0.509,0,-0.102,2,,,,,,
2550,1/18/2003,7:52:15,-61.639,-47.20923077,-61.63927,-61.63924,-47.20937381,-47.2090893,21.813595,18.720231,3.87884,-61.981825,-74.56767001,18.1377955,30.493826,-1240,NaN,2.340,NaN,NaN,0.509,0,1.831,1,,,,,,
2551,1/18/2003,7:53:57,-61.638,-47.19948887,-61.63834,-61.63831,-47.19977551,-47.19920412,17.887781,34.295523,4.250587,-61.422256,-74.56767001,20.63200341,30.94650133,-1240,NaN,-1.221,NaN,NaN,-1.628,0,0.407,1,,,,,,
2552,1/18/2003,7:54:30,-61.638,-47.19637525,-61.63817,-61.63814,-47.19649131,-47.19592511,17.894514,36.216743,9.640922,-58.385353,-74.56767001,41.51754843,30.94650133,-1240,NaN,1.424,NaN,NaN,-0.814,0,2.238,1,,,,,,
2553,1/18/2003,7:55:45,-61.638,-47.18920232,-61.63782,-61.63781,-47.18920232,-47.18900921,20.692453,16.292021,7.224565,-62.797085,-74.56767001,15.03344458,32.46913533,-1158,NaN,1.424,NaN,NaN,-0.814,0,2.238,1,,,,,,
2554,1/18/2003,7:56:17,-61.638,-47.18609467,-61.63768,-61.63767,-47.18609467,-47.18589877,25.107927,15.796685,2.205978,-63.640963,-74.56767001,12.37857638,32.46913533,-1158,NaN,-1.526,NaN,1,-0.814,0,-0.712,2,,,,,,
2555,1/18/2003,7:57:47,-61.637,-47.17721544,-61.63729,-61.63723,-47.17799836,-47.17643164,26.245811,87.584888,18.748729,-57.223025,-74.56767001,54.25808991,34.718792,-1158,NaN,0.102,NaN,NaN,-0.102,0,0.203,2,,,,,,
2556,1/18/2003,7:59:47,-61.637,-47.1654456,-61.63673,-61.63640,-47.16680461,-47.1639153,26.023234,161.866364,14.473636,-61.056405,-74.56767001,22.44535615,38.27160467,-1158,NaN,0.509,NaN,NaN,0.000,0,0.509,2,,,,,,
2557,1/18/2003,8:00:29,-61.636,-47.16144012,-61.63628,-61.63588,-47.16296217,-47.15992618,26.729298,171.368703,6.481071,-60.478331,-74.56767001,25.64093755,38.27160467,-1158,NaN,-2.136,-1.424,0,-3.255,0,0.203,2,,,,,,
2558,1/18/2003,8:09:03,-61.630,-47.11161098,-61.62998,-61.62985,-47.1118257,-47.11124134,22.042185,40.464858,1.83423,-67.023401,-74.56767001,5.681027622,56.29629533,-714,NaN,-0.916,NaN,NaN,0.000,0,-0.916,2,,,,,,
2559,1/18/2003,8:13:19,-61.626,-47.08774205,-61.62567,-61.62550,-47.08868289,-47.08680163,22.74198,107.156448,3.507093,-66.634008,-74.56767001,6.213927772,63.60768133,-714,NaN,-3.967,NaN,NaN,0.102,0,-4.069,2,,,,,,
2560,1/18/2003,8:13:45,-61.625,-47.08535079,-61.62541,-61.62531,-47.08586685,-47.08474685,25.08261,65.884632,1.83423,-67.742367,-74.56767001,4.814268422,64.36213933,-714,NaN,-3.967,NaN,1,0.102,0,-4.069,2,,,,,,
2561,1/18/2003,8:39:55,-61.624,-46.94284026,-61.62402,-61.62406,-46.94350629,-46.94208145,18.641506,78.682444,10.942037,-62.281397,-74.56767001,16.92884392,62.96296267,-544,NaN,4.883,NaN,NaN,2.848,0,2.035,1,,,,,,
2742,1/19/2003,21:27:19,-59.736,-46.87480722,-59.73670,-59.73425,-46.87517459,-46.87442122,51.607601,273.667757,17.819361,-60.958649,-74.56767001,22.95631106,202.8257933,-4082,NaN,3.969,NaN,1,5.801,0,-1.832,5,,,,,,
2749,1/19/2003,21:32:31,-59.721,-46.87024779,-59.73249,-59.70949,-46.87386818,-46.86635478,46.164402,2588.749303,33.432743,-58.809236,-74.56767001,37.65679906,187.66804,-4082,NaN,4.071,-0.509,0,6.005,0,1.323,5,,,,,,
2750,1/19/2003,21:39:02,-59.703,-46.86401979,-59.70304,-59.70290,-46.86404796,-46.86399085,19.938042,19.472364,2.020104,-62.418354,-74.56767001,16.40331409,152.524,-4012,NaN,0.814,NaN,NaN,-1.120,0,1.934,1,,,,,,
2754,1/19/2003,21:40:01,-59.700,-46.86301997,-59.70031,-59.70010,-46.86304983,-46.86298211,29.699266,25.525235,3.321219,-62.07432,-74.56767001,17.75558562,150.83676,-4012,NaN,0.305,NaN,1,3.257,0,-2.952,2,,,,,,
2755,1/19/2003,21:42:46,-59.693,-46.86024517,-59.69266,-59.69237,-46.86030508,-46.8601997,36.581532,31.190523,11.127911,-54.580219,-74.56767001,99.71146587,148.0384067,-4012,NaN,3.359,1.628,0,5.292,0,-0.102,3,,,,,,
2756,1/19/2003,21:42:56,-59.692,-46.86004964,-59.69217,-59.69182,-46.8601042,-46.85996162,36.415064,40.914984,2.949472,-63.489932,-74.56767001,12.81662864,148.0384067,-4012,NaN,3.359,1.628,0,NaN,1,1.730,3,,,,,,
2764,1/19/2003,21:45:53,-59.684,-46.85603517,-59.68626,-59.68148,-46.85733271,-46.85469039,48.315187,550.89557,12.429026,-63.164545,-74.56767001,13.81377891,137.0233207,-3918,NaN,2.952,NaN,1,3.359,0,-0.407,5,,,,,,
2771,1/19/2003,21:47:28,-59.680,-46.85349262,-59.68094,-59.67825,-46.85436004,-46.85263481,49.81852,312.141417,8.897428,-63.864099,-74.56767001,11.75864018,132.88066,-3918,NaN,2.952,NaN,1,3.359,0,-0.407,5,,,,,,
2777,1/19/2003,21:49:20,-59.675,-46.85030633,-59.67629,-59.67269,-46.85140408,-46.84915023,42.511789,419.244154,27.670662,-65.417141,-74.56767001,8.223428125,124.6913593,-3918,NaN,0.509,NaN,1,3.867,0,-3.359,4,,,,,,
2781,1/19/2003,21:51:13,-59.669,-46.8468919,-59.66960,-59.66927,-46.84697523,-46.84675613,67.995945,33.627795,4.622335,-63.51036,-74.56767001,12.75648436,114.9794267,-3918,NaN,4.885,NaN,1,6.717,0,-1.832,7,,,,,,
2782,1/19/2003,21:51:37,-59.668,-46.84616821,-59.66846,-59.66833,-46.84621408,-46.84611676,40.945999,16.191551,1.27661,-66.05963,-74.56767001,7.092576045,109.437586,-3918,NaN,-0.509,-1.425,0,0.305,0,0.051,4,,,,,,
2787,1/19/2003,21:58:25,-59.650,-46.83299716,-59.65014,-59.64966,-46.83310175,-46.83284255,50.297194,54.382901,8.153933,-65.812851,-74.56767001,7.507267672,83.10013933,-3788,NaN,2.748,NaN,1,5.191,0,-2.443,5,,,,,,
2793,1/19/2003,21:59:56,-59.646,-46.83109499,-59.64643,-59.64486,-46.83138515,-46.830812,40.923172,177.586193,16.704119,-65.707892,-74.56767001,7.69091127,80.19204333,-3788,NaN,1.527,NaN,0,0.916,0,0.611,4,,,,,,
2794,1/19/2003,22:00:56,-59.643,-46.83005135,-59.64302,-59.64259,-46.83013656,-46.8299745,53.114574,46.576263,1.462483,-66.083352,-74.56767001,7.053940644,79.35528067,-3788,NaN,0.814,NaN,1,0.916,0,-0.102,5,,,,,,
2795,1/19/2003,22:01:08,-59.642,-46.82984775,-59.64238,-59.64210,-46.82989961,-46.82979592,48.446628,31.007579,3.321219,-66.915081,-74.56767001,5.824503371,79.35528067,-3788,NaN,0.814,NaN,1,0.916,0,-0.102,5,,,,,,
2796,1/19/2003,22:01:19,-59.642,-46.82966881,-59.64210,-59.64139,-46.82979592,-46.82954764,51.318326,78.109501,4.064714,-66.367537,-74.56767001,6.60713683,79.35528067,-3788,NaN,0.814,NaN,1,0.916,0,-0.102,5,,,,,,
2797,1/19/2003,22:01:40,-59.641,-46.82934579,-59.64097,-59.64048,-46.82940744,-46.82926541,46.204265,54.930181,1.648357,-67.184315,-74.56767001,5.474387066,78.68312667,-3788,NaN,-0.407,NaN,1,2.748,0,-3.155,5,,,,,,
2798,1/19/2003,22:02:22,-59.639,-46.82878161,-59.63915,-59.63839,-46.82888729,-46.82866193,50.38997,85.313283,5.179955,-67.57764,-74.56767001,5.000379902,78.68312667,-3788,NaN,-0.407,NaN,1,2.748,0,-3.155,5,,,,,,
2799,1/19/2003,22:02:26,-59.639,-46.8287253,-59.63866,-59.63853,-46.82875093,-46.82869962,37.339148,16.141719,1.27661,-65.802701,-74.56767001,7.524833605,78.68312667,-3788,NaN,-3.257,-2.443,0,NaN,1,-0.814,3,,,,,,
2800,1/19/2003,22:03:13,-59.636,-46.82805156,-59.63658,-59.63623,-46.82809969,-46.8279865,38.002704,40.490062,5.179955,-68.470751,-74.56767001,4.070913748,78.18929933,-3788,NaN,-2.341,-2.443,0,NaN,1,0.102,4,,,,,,
2801,1/19/2003,22:03:19,-59.636,-46.82796765,-59.63665,-59.63567,-46.82812151,-46.82781808,44.429988,109.650006,8.153933,-66.976188,-74.56767001,5.743124101,78.18929933,-3788,NaN,-2.341,NaN,1,2.748,0,-5.089,4,,,,,,
2802,1/19/2003,22:04:07,-59.634,-46.82731761,-59.63406,-59.63371,-46.82735451,-46.82726088,50.257197,38.460917,9.269175,-67.406147,-74.56767001,5.201783837,78.06584267,-3788,NaN,-2.748,-4.376,0,3.155,0,-2.137,5,,,,,,
2803,1/19/2003,22:11:41,-59.612,-46.82075138,-59.61237,-59.61223,-46.82077804,-46.82072989,42.88611,16.088924,1.27661,-66.513712,-74.56767001,6.388454425,78.44993133,-3722,NaN,-4.682,NaN,1,0.000,0,-4.682,4,,,,,,
2804,1/19/2003,22:12:41,-59.609,-46.8198351,-59.60958,-59.60922,-46.81988353,-46.8197723,40.001957,41.415333,1.83423,-68.106677,-74.56767001,4.426895812,76.76268867,-3722,NaN,-4.682,NaN,1,0.000,0,-4.682,4,,,,,,
2805,1/19/2003,22:12:56,-59.609,-46.81961491,-59.60887,-59.60858,-46.81965297,-46.81956259,38.320942,33.519087,1.27661,-68.058837,-74.56767001,4.475930155,76.76268867,-3722,NaN,-4.682,-5.597,0,0.000,0,-1.883,4,,,,,,
2806,1/19/2003,22:13:01,-59.609,-46.81953593,-59.60858,-59.60837,-46.81956259,-46.81950007,40.272615,24.496294,2.020104,-65.783018,-74.56767001,7.559014892,76.76268867,-3722,NaN,-4.682,NaN,1,0.000,0,-4.682,4,,,,,,
2807,1/19/2003,22:13:35,-59.607,-46.81901029,-59.60730,-59.60638,-46.8191508,-46.8188466,41.12296,104.269451,8.52568,-66.396756,-74.56767001,6.562833721,74.828532,-3722,NaN,-0.916,-8.651,0,NaN,1,7.735,4,,,,,,
2808,1/19/2003,22:14:17,-59.605,-46.81836734,-59.60539,-59.60440,-46.81852661,-46.81821728,38.945054,112.650291,9.455048,-65.751659,-74.56767001,7.613793625,74.828532,-3722,NaN,-0.916,-8.651,0,NaN,1,7.735,4,,,,,,
2809,1/19/2003,22:14:31,-59.604,-46.81817438,-59.60440,-59.60411,-46.81821728,-46.81812955,15.221922,37.300587,2.020104,-65.665174,-74.56767001,7.766933753,74.828532,-3722,NaN,-6.310,NaN,NaN,-8.651,0,2.341,1,,,,,,
2810,1/19/2003,22:15:07,-59.603,-46.81764659,-59.60297,-59.60212,-46.81777997,-46.81751189,14.740684,100.970679,4.064714,-63.676188,-74.56767001,12.2785816,73.15500667,-3722,NaN,-6.310,NaN,NaN,-8.651,0,2.341,1,,,,,,
2811,1/19/2003,22:15:50,-59.600,-46.81699799,-59.60120,-59.59978,-46.81721636,-46.81676573,16.948477,163.850612,9.826796,-62.849401,-74.56767001,14.85343503,71.86556867,-3722,NaN,-4.783,NaN,NaN,-11.297,0,6.513,1,,,,,,
2812,1/19/2003,22:16:43,-59.598,-46.81622694,-59.59815,-59.59780,-46.81626658,-46.81615333,35.291202,41.615342,7.224565,-66.552814,-74.56767001,6.331193702,70.987654,-3704,NaN,-4.274,-11.297,0,NaN,1,7.022,3,,,,,,
2813,1/19/2003,22:16:47,-59.598,-46.81615333,-59.59829,-59.59730,-46.81630917,-46.81600588,16.36841,116.974922,5.737576,-66.688901,-74.56767001,6.135880614,70.987654,-3704,NaN,-4.783,NaN,NaN,-11.297,0,6.513,1,,,,,,
2814,1/19/2003,22:17:13,-59.597,-46.8157813,-59.59666,-59.59645,-46.81580422,-46.81574901,33.957678,25.75173,1.83423,-65.908646,-74.56767001,7.343488193,70.987654,-3704,NaN,-4.274,-11.297,0,NaN,1,7.022,3,,,,,,
2815,1/19/2003,22:17:28,-59.596,-46.81557629,-59.59645,-59.59523,-46.81574901,-46.81536785,17.082259,141.356532,8.52568,-65.556728,-74.56767001,7.963320606,70.987654,-3704,NaN,-4.783,NaN,NaN,-11.297,0,6.513,1,,,,,,
2816,1/19/2003,22:17:53,-59.595,-46.81519528,-59.60426,-59.58510,-46.81817438,-46.81216199,47.685229,2155.254567,34.176238,-62.340769,-74.56767001,16.69898601,70.28806533,-3704,NaN,1.323,NaN,1,4.478,0,-3.155,5,,,,,,
2824,1/19/2003,22:21:35,-59.584,-46.81185416,-59.58424,-59.58403,-46.81188223,-46.81180275,45.478898,23.460504,1.27661,-66.125026,-74.56767001,6.986576213,66.43346933,-3704,NaN,-3.460,NaN,1,6.513,0,-9.973,4,,,,,,
2829,1/19/2003,22:29:17,-59.562,-46.80473243,-59.56236,-59.56214,-46.80475299,-46.80470295,57.048207,21.441085,2.949472,-66.874667,-74.56767001,5.878957233,58.24416867,-3640,NaN,3.155,NaN,1,6.717,0,-3.562,6,,,,,,
2832,1/19/2003,22:29:38,-59.561,-46.80441949,-59.56150,-59.56101,-46.80449677,-46.80433074,36.749168,56.706435,2.205978,-66.17191,-74.56767001,6.911558701,57.736624,-3640,NaN,-7.327,-5.903,0,NaN,1,-1.425,3,,,,,,
2834,1/19/2003,22:30:25,-59.559,-46.80371161,-59.55932,-59.55883,-46.80379055,-46.80362936,40.885044,56.190839,6.295197,-67.162309,-74.56767001,5.502196559,57.736624,-3640,NaN,-0.814,-5.903,0,NaN,1,5.088,4,,,,,,
2836,1/19/2003,22:31:40,-59.556,-46.80255859,-59.55571,-59.55536,-46.80261347,-46.80249947,53.002574,38.544501,1.648357,-67.462846,-74.56767001,5.134313711,56.68038267,-3640,NaN,0.102,NaN,1,0.204,0,-0.102,5,,,,,,
2837,1/19/2003,22:32:34,-59.553,-46.80175018,-59.55322,-59.55272,-46.80181907,-46.80166279,32.430053,58.931537,2.205978,-67.959274,-74.56767001,4.579727113,55.48696733,-3640,NaN,-5.190,-8.243,0,NaN,1,3.053,3,,,,,,
2838,1/19/2003,22:32:56,-59.552,-46.80141623,-59.55201,-59.55186,-46.80143475,-46.80140256,34.053138,18.175968,1.648357,-67.319036,-74.56767001,5.307174909,55.48696733,-3640,NaN,-5.190,-8.243,0,NaN,1,3.053,3,,,,,,
2839,1/19/2003,22:33:29,-59.550,-46.80090449,-59.55043,-59.55022,-46.80093159,-46.8008664,44.901295,23.526239,5.92345,-66.754554,-74.56767001,6.043821105,55.48696733,-3640,NaN,-3.155,NaN,1,0.204,0,-3.358,4,,,,,,
2843,1/19/2003,22:34:22,-59.548,-46.80011379,-59.54951,-59.54616,-46.80063006,-46.7995867,52.447533,374.784193,20.421591,-64.006082,-74.56767001,11.38043338,54.15637733,-3640,NaN,-0.509,NaN,1,6.106,0,-6.615,5,,,,,,
2844,1/19/2003,22:41:49,-59.527,-46.79360811,-59.52682,-59.52653,-46.79364929,-46.79356455,71.972916,27.192206,2.020104,-67.06499,-74.56767001,5.626884503,42.22222133,-3454,NaN,4.885,5.292,0,NaN,1,-0.407,8,,,,,,
2845,1/19/2003,22:43:11,-59.523,-46.79246086,-59.52452,-59.52091,-46.79298446,-46.79194238,78.669736,398.891662,9.455048,-64.178476,-74.56767001,10.93753362,39.98628133,-3454,NaN,5.496,5.292,0,4.885,0,0.407,9,,,,,,
2846,1/19/2003,22:44:11,-59.520,-46.79164635,-59.51990,-59.51975,-46.79166436,-46.79162791,39.157373,17.010388,1.648357,-67.296093,-74.56767001,5.335285951,37.90123333,-3454,NaN,-1.832,-4.376,0,NaN,1,2.544,4,,,,,,
2847,1/19/2003,22:44:31,-59.519,-46.791407,-59.52083,-59.51689,-46.79192402,-46.79088016,98.275481,430.131057,25.997799,-59.368866,-74.56767001,33.10399448,37.90123333,-3454,NaN,3.257,NaN,1,5.088,0,-1.832,11,,,,,,
2848,1/19/2003,22:44:46,-59.518,-46.79121426,-59.51853,-59.51774,-46.79130915,-46.79111172,50.302045,87.287243,5.92345,-66.272136,-74.56767001,6.753880947,35.62414133,-3454,NaN,0.102,NaN,1,4.071,0,-3.969,5,,,,,,
2849,1/19/2003,22:45:10,-59.517,-46.7909086,-59.51760,-59.51646,-46.79106957,-46.79076073,47.253509,127.221089,11.127911,-65.7502,-74.56767001,7.616351887,35.62414133,-3454,NaN,0.102,-4.376,0,4.071,0,0.254,5,,,,,,
2851,1/19/2003,22:45:29,-59.516,-46.79065974,-59.51646,-59.51574,-46.79076073,-46.79056087,17.460092,84.670554,3.321219,-65.562196,-74.56767001,7.953300668,35.62414133,-3454,NaN,-1.628,NaN,NaN,-9.261,0,7.633,1,,,,,,
2852,1/19/2003,22:46:37,-59.513,-46.78973707,-59.51503,-59.51076,-46.79034884,-46.78919122,95.054263,467.752803,16.889993,-60.925177,-74.56767001,23.13392381,30.83676133,-3454,NaN,5.801,NaN,1,6.106,0,-0.305,11,,,,,,
2853,1/19/2003,22:47:13,-59.511,-46.78930072,-59.51126,-59.51105,-46.78932035,-46.78926306,42.388796,23.775825,2.020104,-65.088126,-74.56767001,8.870628693,30.83676133,-3454,NaN,-5.394,-6.513,0,-0.204,0,-2.035,4,,,,,,
2854,1/19/2003,22:47:37,-59.510,-46.78899009,-59.51069,-59.50941,-46.78916989,-46.78882402,77.007039,137.109999,8.897428,-63.298718,-74.56767001,13.39353451,29.149518,-3454,NaN,2.035,3.867,0,6.310,0,-3.053,8,,,,,,
2855,1/19/2003,22:47:56,-59.509,-46.78873928,-59.50934,-59.50884,-46.78880481,-46.78866244,75.933691,50.325818,1.83423,-66.544222,-74.56767001,6.343731615,29.149518,-3454,NaN,2.035,3.867,0,NaN,1,-1.832,8,,,,,,
2856,1/19/2003,23:00:23,-59.473,-46.78003283,-59.47316,-59.47273,-46.7800517,-46.7799854,83.84986,40.366522,3.87884,-63.135899,-74.56767001,13.90519555,23.00411467,-3354,NaN,5.292,NaN,1,5.699,0,-0.407,9,,,,,,
2857,1/19/2003,23:00:43,-59.472,-46.77984207,-59.47208,-59.47193,-46.7798592,-46.77983147,14.13259,21.736189,1.27661,-67.400922,-74.56767001,5.208045873,22.647462,-3354,NaN,-9.973,NaN,NaN,-9.464,0,-0.509,1,,,,,,
2858,1/19/2003,23:01:02,-59.471,-46.77962378,-59.47106,-59.47099,-46.77962378,-46.7796106,78.407683,13.312924,1.27661,-64.718781,-74.56767001,9.658037802,22.647462,-3354,NaN,5.292,7.225,0,5.699,0,-1.170,9,,,,,,
2862,1/19/2003,23:05:20,-59.459,-46.77669737,-59.45882,-59.45853,-46.77673078,-46.77667308,30.467248,34.78852,2.763599,-65.894481,-74.56767001,7.367478903,21.27572,-3354,NaN,-3.969,NaN,1,1.221,0,-5.190,3,,,,,,
2863,1/19/2003,23:06:01,-59.457,-46.77624768,-59.45674,-59.45666,-46.77624768,-46.77623556,22.67658,11.95389,1.462483,-67.397163,-74.56767001,5.212555606,20.96021933,-3354,NaN,-8.243,NaN,NaN,-8.752,0,0.509,2,,,,,,
2864,1/19/2003,23:07:49,-59.452,-46.77504607,-59.45176,-59.45126,-46.77508802,-46.77498404,27.788104,59.941297,4.436461,-68.45692,-74.56767001,4.083899075,19.91769533,-3372,NaN,-10.787,NaN,1,-4.987,0,-5.801,2,,,,,,
2866,1/19/2003,23:08:01,-59.451,-46.77492443,-59.45118,-59.45075,-46.77496667,-46.77487215,29.440314,51.20647,2.020104,-66.490056,-74.56767001,6.423347251,19.91769533,-3372,NaN,-10.787,NaN,1,-4.987,0,-5.801,2,,,,,,
2870,1/19/2003,23:09:46,-59.446,-46.77379991,-59.44680,-59.44508,-46.77398974,-46.77360703,33.004635,194.917691,7.968059,-65.78244,-74.56767001,7.560020983,18.51851867,-3372,NaN,-11.093,-4.172,0,NaN,1,-6.920,3,,,,,,
2872,1/19/2003,23:10:53,-59.443,-46.77311259,-59.44429,-59.44113,-46.77344378,-46.77279203,34.870663,354.996655,9.640922,-65.453437,-74.56767001,8.154987523,17.75034267,-3372,NaN,-11.093,NaN,1,0.000,0,-11.093,3,,,,,,
2873,1/19/2003,23:10:55,-59.443,-46.77308729,-59.44277,-59.44249,-46.7731347,-46.77307159,30.708975,34.760072,1.83423,-67.957956,-74.56767001,4.581117182,17.75034267,-3372,NaN,-11.093,-4.172,0,NaN,1,-6.920,3,,,,,,
2874,1/19/2003,23:11:23,-59.441,-46.77281982,-59.44191,-59.44063,-46.77296507,-46.77269083,82.994665,133.973279,6.109323,-60.456892,-74.56767001,25.76782729,17.75034267,-3372,NaN,4.681,7.124,0,3.664,0,-0.712,9,,,,,,
2876,1/19/2003,23:12:49,-59.437,-46.77198434,-59.44056,-59.43389,-46.77267151,-46.77131581,35.137091,746.39536,12.243152,-64.27943,-74.56767001,10.68621729,16.14540467,-3390,NaN,-6.411,-2.137,0,1.934,0,-6.309,3,,,,,,
2877,1/19/2003,23:14:07,-59.434,-46.77124333,-59.43389,-59.43318,-46.77131581,-46.77117266,86.924507,69.351387,7.038691,-59.813066,-74.56767001,29.88549138,15.486968,-3390,NaN,5.495,4.071,0,6.208,0,0.356,10,,,,,,
2880,1/19/2003,23:15:05,-59.431,-46.77067042,-59.43102,-59.43045,-46.77072744,-46.77061262,37.193309,65.706699,4.250587,-66.206397,-74.56767001,6.85689187,15.006858,-3390,NaN,-7.123,NaN,1,1.628,0,-8.752,3,,,,,,
2885,1/19/2003,23:17:25,-59.424,-46.76936532,-59.42704,-59.42097,-46.7699781,-46.76876925,36.129861,679.948274,16.518245,-62.970046,-74.56767001,14.44649198,14.34842133,-3390,NaN,-8.955,NaN,1,0.000,0,-8.955,3,,,,,,
2886,1/19/2003,23:17:46,-59.423,-46.7691581,-59.42307,-59.42293,-46.76917638,-46.76914777,23.617565,20.009055,1.648357,-67.727242,-74.56767001,4.831064112,13.868312,-3390,NaN,-9.566,-7.632,0,NaN,1,-1.934,2,,,,,,
2888,1/19/2003,23:25:10,-59.402,-46.76591884,-59.40177,-59.40142,-46.76594588,-46.76588744,47.137242,35.749605,3.87884,-51.365942,-74.56767001,209.0127604,10.87791393,-3410,NaN,2.341,-8.039,0,5.088,0,3.816,5,,,,,,
2889,1/19/2003,23:25:40,-59.400,-46.76574953,-59.40029,-59.40015,-46.76576087,-46.76573953,29.911353,18.164565,3.135346,-66.062755,-74.56767001,7.087474362,10.57613087,-3410,NaN,-10.075,NaN,1,-0.712,0,-9.362,2,,,,,,
2890,1/19/2003,23:25:47,-59.400,-46.76571184,-59.40015,-59.39958,-46.76573953,-46.7656768,35.216526,64.282115,3.321219,-63.995776,-74.56767001,11.40747172,10.57613087,-3410,NaN,-5.088,NaN,1,-0.712,0,-4.376,3,,,,,,
2893,1/19/2003,23:26:16,-59.399,-46.76557231,-59.39873,-59.39830,-46.76558054,-46.76554237,31.837711,50.144668,5.551703,-67.341937,-74.56767001,5.279263035,10.57613087,-3410,NaN,-5.088,NaN,1,-0.712,0,-4.376,3,,,,,,
2895,1/19/2003,23:26:26,-59.398,-46.76551866,-59.39801,-59.39794,-46.76551866,-46.76551499,67.82126,15.372167,3.135346,-58.080112,-74.56767001,44.54057312,10.57613087,-3410,NaN,5.597,NaN,1,6.004,0,-0.407,7,,,,,,
2896,1/19/2003,23:26:29,-59.398,-46.76550358,-59.39794,-59.39780,-46.76551499,-46.76549437,31.342937,17.622483,2.949472,-63.062139,-74.56767001,14.14337645,10.57613087,-3410,NaN,-5.088,NaN,1,-0.712,0,-4.376,3,,,,,,
2897,1/19/2003,23:26:37,-59.398,-46.7654759,-59.39765,-59.39730,-46.76548198,-46.76544358,36.001124,40.565502,3.507093,-61.60771,-74.56767001,19.76951436,10.32921733,-3410,NaN,-5.088,NaN,1,-0.712,0,-4.376,3,,,,,,
2898,1/19/2003,23:26:40,-59.397,-46.76545425,-59.39758,-59.39708,-46.76547842,-46.76543359,51.95304,52.17181,7.038691,-55.883239,-74.56767001,73.86574815,10.32921733,-3410,NaN,5.394,-0.712,0,NaN,1,6.106,5,,,,,,
2899,1/19/2003,23:26:52,-59.397,-46.76540345,-59.39687,-59.39665,-46.76540729,-46.76538002,47.87278,21.383939,3.507093,-58.262436,-74.56767001,42.70939318,10.32921733,-3410,NaN,5.394,-0.712,0,NaN,1,6.106,5,,,,,,
2901,1/19/2003,23:27:13,-59.396,-46.76529158,-59.39586,-59.39565,-46.76529681,-46.76527574,36.291822,24.803188,2.763599,-63.612798,-74.56767001,12.45911519,10.32921733,-3410,NaN,-5.088,NaN,1,-0.712,0,-4.376,3,,,,,,
2902,1/19/2003,23:27:17,-59.396,-46.76526484,-59.39565,-59.39550,-46.76527574,-46.76525485,31.247418,16.996622,1.648357,-58.629793,-74.56767001,39.24530431,10.32921733,-3410,NaN,-5.088,NaN,1,-0.712,0,-4.376,3,,,,,,
2904,1/19/2003,23:27:25,-59.395,-46.76523791,-59.39543,-59.39500,-46.76524593,-46.76520916,61.07896,40.13068,13.544268,-48.664056,-74.56767001,389.3690261,10.32921733,-3410,NaN,4.681,NaN,1,6.004,0,-1.323,6,,,,,,
2907,1/19/2003,23:27:55,-59.394,-46.76521189,-59.39399,-59.39350,-46.76518301,-46.76528444,54.165259,50.211382,3.321219,-52.608878,-74.56767001,156.9926068,10.08230353,-3410,NaN,3.460,NaN,1,6.208,0,-2.748,6,,,,,,
2911,1/19/2003,23:28:38,-59.392,-46.76569753,-59.39210,-59.39132,-46.76562163,-46.76578362,53.159851,81.928113,2.949472,-53.486779,-74.56767001,128.2593696,9.698215933,-3410,NaN,2.035,NaN,1,6.208,0,-4.172,5,,,,,,
2915,1/19/2003,23:29:53,-59.388,-46.76631424,-59.38847,-59.38791,-46.76630874,-46.76627213,26.092773,64.325626,6.295197,-63.018545,-74.56767001,14.28606102,9.245541333,-3410,NaN,-7.429,-6.920,0,NaN,1,-0.509,2,,,,,,
2916,1/19/2003,23:30:25,-59.387,-46.76593206,-59.38683,-59.38664,-46.76595643,-46.76590488,26.509294,24.744901,1.648357,-65.19264,-74.56767001,8.659703071,9.245541333,-3410,NaN,-7.429,-6.920,0,NaN,1,-0.509,2,,,,,,
2917,1/19/2003,23:30:35,-59.386,-46.76583566,-59.38717,-59.38543,-46.76605155,-46.76571016,52.224118,188.722786,7.968059,-50.779037,-74.56767001,239.2562552,8.7517144,-3410,NaN,3.460,NaN,1,1.119,0,2.341,5,,,,,,
2919,1/19/2003,23:31:25,-59.384,-46.76561294,-59.38436,-59.38375,-46.76562087,-46.7655922,30.403611,69.699356,6.481071,-62.950714,-74.56767001,14.51094182,8.7517144,-3410,NaN,-6.106,-6.920,0,NaN,1,0.814,3,,,,,,
2920,1/19/2003,23:45:41,-59.343,-46.76083932,-59.34281,-59.34253,-46.76086969,-46.7607984,24.003717,34.989313,1.27661,-66.58199,-74.56767001,6.288803152,3.5939644,-3484,NaN,-3.663,-4.274,0,NaN,1,0.611,2,,,,,,
